ischair,crs,odepartment,action,position,type,udepartment,crstaught,crstaken,
ischair,crs,odepartment,action,position,type,udepartment,crstaught,crstaken
false,cs602,ee,readmyscores,faculty,transcript,ee,ee601,ee101
false,ee601,ce,changescore,staff,transcript,admissions,ee101,cs101
true,cs602,admissions,read,staff,application,ee,ee601,ee101
na,cs101,cs,read,advisor,application,ce,cs601,ee601
false,cs601,admissions,write,advisor,application,ee,ee601,cs602
false,cs601,cs,readmyscores,advisor,gradebook,ee,ee601,ee601
na,cs101,registrar,addscore,staff,roster,admissions,cs602,cs101
false,cs601,ee,setstatus,advisor,gradebook,admissions,cs101,ee101
false,cs101,cs,changescore,student,transcript,admissions,ee601,cs602
false,cs601,ee,addscore,advisor,application,ee,ee601,ee101
true,cs602,cs,changescore,student,application,ee,cs601,cs602
na,ee601,ce,read,advisor,transcript,admissions,ee601,ee101
false,ee101,registrar,setstatus,faculty,transcript,registrar,cs601,ee601
true,cs601,ee,changescore,staff,application,ce,cs101,ee101
true,ee101,registrar,setstatus,staff,roster,admissions,cs601,ee101
true,ee101,ce,readmyscores,staff,transcript,ee,cs601,ee101
false,ee101,ce,setstatus,staff,gradebook,cs,ee101,cs101
na,cs602,cs,addscore,advisor,application,registrar,cs101,ee101
false,ee101,cs,write,student,transcript,cs,ee101,cs601
false,ee601,ee,write,advisor,application,cs,cs101,cs101
na,ee601,admissions,write,student,gradebook,registrar,cs601,cs601
false,cs602,registrar,changescore,staff,transcript,ce,cs602,cs602
na,cs602,registrar,addscore,faculty,transcript,registrar,cs101,ee601
na,cs602,registrar,readmyscores,advisor,roster,cs,cs602,cs602
false,ee601,admissions,write,faculty,application,admissions,ee601,cs101
na,cs602,ce,checkstatus,faculty,roster,cs,ee601,cs601
na,cs101,registrar,read,student,transcript,admissions,cs101,cs602
false,ee601,registrar,addscore,advisor,gradebook,admissions,ee101,cs602
false,cs101,registrar,addscore,staff,roster,admissions,cs101,ee101
true,ee601,admissions,checkstatus,student,gradebook,admissions,cs101,cs601
false,ee601,admissions,addscore,advisor,roster,admissions,cs601,ee101
true,cs601,ce,write,student,gradebook,ee,ee601,cs101
true,ee601,admissions,checkstatus,faculty,roster,ce,cs601,ee601
false,cs601,ee,changescore,advisor,roster,admissions,ee101,cs601
true,cs602,registrar,changescore,student,roster,cs,cs602,ee601
true,cs601,admissions,checkstatus,student,transcript,registrar,ee601,cs602
false,cs601,registrar,changescore,student,roster,cs,cs602,ee101
na,cs101,cs,checkstatus,staff,application,admissions,ee601,cs101
na,cs601,admissions,setstatus,staff,roster,admissions,ee601,cs101
na,cs601,ee,setstatus,staff,application,ce,cs101,cs101
false,cs601,ee,addscore,staff,transcript,ce,cs101,ee601
false,cs601,ce,read,advisor,application,cs,cs602,ee601
true,cs602,ee,readmyscores,staff,application,ee,ee601,cs602
true,cs601,cs,checkstatus,staff,roster,cs,cs601,ee101
false,cs101,cs,changescore,staff,transcript,ee,cs101,ee101
false,cs601,admissions,checkstatus,staff,gradebook,ee,cs101,ee601
false,cs101,registrar,checkstatus,advisor,application,cs,ee601,cs101
true,cs601,ce,checkstatus,advisor,roster,registrar,cs101,cs101
true,ee601,cs,read,student,gradebook,admissions,ee601,ee601
true,cs101,registrar,setstatus,faculty,application,cs,ee101,cs602
true,cs101,cs,read,faculty,roster,registrar,ee101,cs602
na,cs602,registrar,setstatus,advisor,transcript,admissions,ee601,ee601
false,cs601,admissions,read,student,gradebook,registrar,ee601,ee101
false,cs602,ee,setstatus,staff,application,ce,cs602,cs101
false,cs601,admissions,read,faculty,roster,admissions,cs601,cs101
false,cs602,admissions,write,staff,roster,admissions,ee101,cs101
false,ee601,ce,readmyscores,student,application,cs,cs602,cs601
false,ee101,ce,readmyscores,advisor,roster,ee,cs602,cs601
true,ee101,registrar,changescore,staff,application,cs,ee601,cs601
false,ee101,cs,read,student,application,admissions,ee101,cs601
true,cs101,ee,write,student,gradebook,cs,cs602,cs101
na,cs602,admissions,changescore,student,roster,cs,cs601,cs101
false,cs101,ee,setstatus,faculty,gradebook,admissions,ee601,ee601
true,cs101,ce,read,staff,gradebook,ee,cs601,cs101
na,ee101,registrar,addscore,advisor,roster,admissions,cs602,cs601
false,cs101,cs,write,staff,transcript,ee,ee601,ee101
true,cs601,cs,readmyscores,advisor,application,cs,ee101,ee101
na,cs101,admissions,write,student,application,admissions,cs602,cs602
na,ee101,admissions,checkstatus,advisor,gradebook,cs,cs602,cs101
na,cs602,ee,addscore,staff,roster,cs,cs602,cs601
na,cs101,ee,checkstatus,student,roster,ce,cs601,cs101
false,cs601,registrar,addscore,advisor,application,admissions,ee101,cs601
true,ee101,ee,setstatus,staff,roster,ee,ee101,ee101
true,ee601,admissions,addscore,student,transcript,registrar,ee101,cs101
true,ee601,admissions,changescore,staff,roster,ce,cs601,cs601
false,cs601,ce,addscore,advisor,application,registrar,cs602,cs101
true,ee601,ee,changescore,student,roster,admissions,cs601,cs602
true,ee601,cs,readmyscores,staff,application,ce,ee601,cs602
true,ee101,cs,readmyscores,faculty,gradebook,cs,ee601,cs601
na,ee101,registrar,write,advisor,gradebook,admissions,ee601,cs601
false,ee101,registrar,write,staff,gradebook,registrar,ee601,ee101
true,ee101,ce,write,staff,application,registrar,cs601,cs602
false,cs101,ee,write,staff,gradebook,ce,ee101,ee101
true,cs601,ee,changescore,advisor,roster,cs,cs101,cs101
true,cs101,admissions,changescore,advisor,transcript,admissions,cs601,cs601
na,cs602,registrar,setstatus,staff,application,registrar,ee601,cs602
na,cs601,admissions,checkstatus,staff,transcript,admissions,ee101,cs101
na,ee101,cs,checkstatus,faculty,roster,cs,cs601,ee601
true,cs602,admissions,addscore,student,gradebook,registrar,cs601,ee101
true,ee601,ee,setstatus,staff,roster,ee,cs602,cs101
na,ee601,admissions,read,staff,application,admissions,ee101,cs101
false,cs602,cs,read,faculty,roster,ee,cs101,ee101
na,cs101,admissions,readmyscores,advisor,transcript,registrar,cs101,cs602
true,cs101,ee,write,staff,transcript,ee,ee601,cs602
na,ee101,cs,write,staff,application,cs,cs601,cs602
true,cs602,registrar,addscore,advisor,application,ee,ee101,ee101
na,cs101,ee,setstatus,faculty,roster,registrar,cs602,cs101
false,cs602,ce,read,advisor,roster,ee,cs101,cs602
false,cs101,ce,read,advisor,application,ee,ee101,cs601
false,ee601,cs,checkstatus,student,roster,ce,cs601,cs601
false,ee601,registrar,readmyscores,staff,gradebook,ee,cs601,cs602
true,ee101,ce,changescore,staff,roster,ee,ee601,ee101
na,ee101,ee,checkstatus,student,transcript,cs,cs601,ee101
na,cs601,admissions,read,staff,gradebook,ce,cs101,ee601
true,ee601,admissions,addscore,faculty,gradebook,ce,cs602,cs101
true,ee601,registrar,write,advisor,gradebook,registrar,cs601,cs101
na,ee601,admissions,readmyscores,faculty,roster,cs,ee601,cs602
true,cs602,admissions,checkstatus,student,roster,ce,cs101,cs602
true,cs601,ee,readmyscores,student,application,ce,ee601,ee601
na,cs602,admissions,checkstatus,student,gradebook,registrar,cs601,cs602
na,cs101,ee,changescore,advisor,transcript,cs,cs601,ee101
false,cs602,ee,write,faculty,roster,ce,cs602,ee601
false,cs601,registrar,readmyscores,student,roster,registrar,ee101,ee101
true,ee601,cs,addscore,advisor,roster,cs,ee101,ee601
false,cs101,ee,checkstatus,staff,application,admissions,cs602,ee601
false,cs601,ce,readmyscores,student,gradebook,cs,cs601,ee101
true,ee101,admissions,setstatus,staff,gradebook,admissions,ee101,cs602
na,ee601,cs,write,faculty,application,registrar,cs101,ee101
false,cs601,ee,write,staff,gradebook,registrar,cs602,cs101
true,cs101,ce,addscore,student,transcript,admissions,ee101,cs601
true,cs602,ee,checkstatus,advisor,roster,admissions,cs602,ee601
na,cs602,admissions,read,student,application,ee,cs602,cs602
na,ee101,registrar,write,faculty,gradebook,registrar,cs101,cs101
na,ee101,cs,setstatus,faculty,transcript,admissions,cs602,cs601
na,ee601,registrar,write,faculty,roster,cs,cs602,ee601
na,ee101,ce,readmyscores,faculty,roster,registrar,ee601,cs601
na,cs101,ee,setstatus,faculty,gradebook,registrar,ee101,cs601
na,cs602,registrar,addscore,student,gradebook,cs,ee601,cs601
na,cs601,registrar,addscore,student,roster,ee,ee601,cs101
true,ee601,ee,checkstatus,faculty,roster,admissions,ee101,cs101
na,cs601,ce,read,advisor,transcript,ce,cs101,ee601
na,cs101,admissions,addscore,faculty,transcript,ce,cs601,ee601
false,ee601,ce,addscore,faculty,application,admissions,cs601,cs101
na,cs101,ce,read,advisor,roster,ce,ee601,cs602
true,cs601,cs,changescore,student,gradebook,registrar,cs602,cs101
false,cs602,ce,write,student,transcript,registrar,ee101,cs602
true,ee101,ce,setstatus,advisor,transcript,ce,cs101,cs602
true,cs602,ee,readmyscores,student,gradebook,cs,cs601,ee101
true,cs601,admissions,changescore,staff,application,registrar,cs601,ee101
na,cs602,ce,readmyscores,staff,gradebook,cs,cs601,ee101
true,cs601,registrar,readmyscores,staff,roster,cs,cs101,ee101
true,ee601,cs,checkstatus,student,transcript,ee,cs601,cs602
true,ee101,ce,readmyscores,advisor,gradebook,registrar,ee101,cs601
false,ee101,ee,changescore,staff,gradebook,cs,ee101,cs101
true,cs101,admissions,readmyscores,staff,transcript,admissions,cs101,ee101
na,ee601,registrar,addscore,advisor,gradebook,ee,cs601,cs601
false,cs602,registrar,setstatus,faculty,gradebook,admissions,cs101,ee101
na,ee101,ce,addscore,student,gradebook,cs,cs602,cs101
true,cs601,cs,checkstatus,staff,roster,ce,cs602,ee601
true,cs602,ee,setstatus,staff,transcript,ee,cs601,cs602
false,cs602,cs,read,student,application,cs,cs101,cs601
true,cs101,registrar,checkstatus,faculty,application,registrar,ee601,cs601
true,cs602,cs,checkstatus,student,roster,admissions,cs101,cs601
true,cs101,cs,changescore,faculty,roster,admissions,cs602,cs602
na,cs601,ce,read,advisor,roster,registrar,cs101,cs101
true,cs602,admissions,readmyscores,staff,roster,ce,cs101,ee601
na,cs101,admissions,addscore,staff,roster,cs,ee601,ee101
false,cs601,registrar,readmyscores,student,gradebook,registrar,ee601,cs602
na,cs602,cs,changescore,advisor,application,admissions,cs602,cs101
false,cs601,cs,changescore,advisor,transcript,ce,cs601,cs602
true,cs601,registrar,write,advisor,gradebook,ee,cs601,ee101
false,cs602,ee,addscore,advisor,transcript,ee,cs101,ee101
na,cs601,admissions,setstatus,advisor,roster,ce,ee101,ee601
true,ee601,cs,read,student,roster,ce,cs601,cs101
true,ee101,ce,setstatus,advisor,gradebook,ee,cs101,cs602
false,cs602,ce,checkstatus,staff,gradebook,cs,ee101,cs601
true,ee601,registrar,changescore,advisor,roster,ee,cs101,cs601
true,cs601,ee,setstatus,faculty,gradebook,cs,ee601,ee101
false,cs101,cs,setstatus,faculty,roster,cs,cs602,ee101
true,ee601,registrar,changescore,advisor,transcript,cs,cs602,cs101
na,ee601,cs,readmyscores,student,roster,ee,cs601,ee101
false,ee601,ce,setstatus,student,transcript,registrar,ee601,ee101
true,ee601,admissions,changescore,faculty,roster,ce,ee101,cs602
true,ee601,cs,changescore,faculty,application,cs,ee101,cs602
true,cs601,admissions,setstatus,advisor,application,cs,ee101,cs601
false,cs101,admissions,write,advisor,transcript,admissions,ee101,ee101
true,cs101,ee,read,staff,application,cs,ee601,ee101
true,cs601,admissions,changescore,student,application,cs,cs601,ee101
na,cs101,ce,write,advisor,application,ee,ee101,ee101
true,ee101,ce,setstatus,advisor,roster,ee,cs601,ee601
na,cs602,ce,addscore,student,transcript,cs,ee601,cs101
true,ee101,admissions,write,staff,application,registrar,cs101,ee101
true,ee601,cs,changescore,staff,gradebook,admissions,cs602,cs101
na,cs101,cs,setstatus,advisor,transcript,registrar,cs101,ee101
true,ee101,admissions,readmyscores,advisor,roster,admissions,cs101,ee601
na,cs602,registrar,checkstatus,faculty,application,registrar,cs601,ee101
false,cs602,ee,checkstatus,advisor,transcript,ee,cs602,cs602
false,cs101,admissions,setstatus,faculty,roster,ee,cs602,ee601
true,cs602,registrar,read,advisor,transcript,ce,cs101,ee101
false,ee601,cs,write,student,application,ee,ee101,cs601
na,cs601,ce,checkstatus,staff,transcript,cs,cs101,cs101
na,cs601,cs,changescore,faculty,transcript,ce,cs601,cs101
true,cs602,ce,write,advisor,transcript,ce,ee101,cs101
true,ee601,registrar,checkstatus,faculty,gradebook,cs,ee101,cs602
false,ee101,cs,setstatus,staff,application,registrar,cs602,cs101
false,cs101,cs,write,student,gradebook,registrar,ee101,ee601
na,ee101,ee,read,advisor,roster,ce,ee101,cs101
na,cs101,ee,readmyscores,staff,roster,admissions,cs601,ee101
na,ee101,admissions,changescore,student,application,ce,cs101,cs101
false,cs101,admissions,readmyscores,student,application,ee,cs601,cs601
na,ee601,ee,setstatus,student,roster,cs,ee101,ee101
true,cs601,registrar,readmyscores,advisor,transcript,cs,cs601,ee101
true,cs101,admissions,write,advisor,roster,admissions,ee601,cs602
na,cs101,ce,checkstatus,advisor,application,ce,cs602,ee601
true,cs602,admissions,setstatus,faculty,transcript,registrar,ee601,ee101
false,cs601,registrar,readmyscores,student,transcript,ee,cs601,cs101
false,cs601,cs,readmyscores,staff,roster,ce,cs601,cs602
na,ee101,registrar,setstatus,staff,application,registrar,cs601,ee101
true,cs101,admissions,read,advisor,application,cs,ee101,cs602
true,ee601,cs,read,student,roster,cs,cs602,cs601
false,ee601,ee,write,staff,gradebook,ce,ee101,cs101
true,ee101,admissions,read,advisor,application,admissions,cs602,ee601
true,ee101,registrar,readmyscores,student,gradebook,registrar,cs101,cs602
false,ee101,registrar,read,staff,roster,cs,cs101,ee101
true,cs602,ee,addscore,faculty,transcript,ee,ee101,cs101
true,cs601,cs,readmyscores,student,application,registrar,ee101,cs101
true,ee101,registrar,read,faculty,transcript,admissions,cs601,cs101
false,cs101,ce,setstatus,student,application,ce,cs602,ee601
true,ee101,ee,write,staff,gradebook,ce,cs602,cs602
na,cs602,registrar,setstatus,advisor,transcript,ee,ee101,cs602
true,cs601,cs,setstatus,advisor,gradebook,registrar,cs602,cs101
true,ee101,admissions,write,staff,gradebook,registrar,ee601,ee101
na,ee601,ce,readmyscores,advisor,transcript,admissions,ee601,ee101
false,ee601,cs,setstatus,faculty,application,cs,cs601,cs601
na,cs601,cs,setstatus,student,application,ce,ee101,cs601
true,ee601,registrar,read,advisor,application,ce,cs101,cs601
true,ee101,registrar,checkstatus,faculty,transcript,ce,cs601,cs601
true,ee101,admissions,changescore,advisor,transcript,admissions,cs602,cs101
na,ee601,ee,addscore,staff,transcript,admissions,cs101,ee101
na,cs101,admissions,readmyscores,advisor,roster,ee,cs602,cs602
true,cs601,admissions,addscore,faculty,application,ee,ee601,cs601
true,cs101,registrar,changescore,student,application,ce,cs602,ee101
na,cs601,ce,changescore,faculty,gradebook,registrar,ee101,ee601
na,ee101,cs,readmyscores,advisor,application,admissions,ee601,ee101
na,ee101,admissions,checkstatus,student,gradebook,admissions,ee601,ee601
na,ee101,ee,addscore,staff,application,cs,cs601,ee601
na,cs602,ce,addscore,staff,application,cs,cs602,ee601
true,ee101,ce,changescore,student,gradebook,ee,cs602,cs601
false,cs602,ee,checkstatus,student,roster,cs,cs601,cs601
na,cs101,ee,changescore,student,roster,ee,cs101,ee101
true,cs601,admissions,read,staff,transcript,admissions,ee601,ee601
true,cs602,ce,readmyscores,student,gradebook,registrar,ee101,ee601
na,cs602,admissions,readmyscores,staff,transcript,registrar,cs602,ee101
na,cs601,cs,checkstatus,staff,gradebook,ee,cs101,cs101
true,cs601,registrar,read,faculty,gradebook,cs,cs602,ee601
na,cs601,ee,write,faculty,transcript,admissions,cs602,cs602
false,cs602,ee,setstatus,advisor,roster,ce,ee101,ee101
false,cs101,cs,readmyscores,faculty,roster,admissions,cs601,ee101
na,ee101,ce,write,student,gradebook,cs,ee601,cs101
false,ee601,ee,addscore,student,application,ee,ee101,cs601
false,cs601,registrar,addscore,advisor,transcript,ce,cs602,ee101
true,ee601,ce,write,advisor,roster,ee,ee601,cs601
na,cs602,admissions,setstatus,faculty,transcript,admissions,ee601,ee601
false,ee101,ce,readmyscores,staff,gradebook,ce,cs601,ee601
false,ee101,cs,checkstatus,advisor,application,ce,cs602,ee601
na,cs602,ce,addscore,advisor,gradebook,registrar,cs602,cs601
false,cs601,ce,readmyscores,advisor,roster,registrar,cs602,cs101
na,cs602,admissions,setstatus,staff,transcript,ee,ee101,cs101
false,cs101,ce,setstatus,advisor,transcript,admissions,ee101,ee601
true,cs601,registrar,addscore,staff,application,registrar,cs601,ee101
na,cs602,ce,changescore,faculty,gradebook,cs,cs101,cs101
na,ee101,registrar,read,student,gradebook,ce,cs101,ee101
false,cs101,registrar,addscore,staff,transcript,ee,ee101,cs601
na,ee601,ee,checkstatus,staff,roster,admissions,ee101,cs101
na,cs602,ee,write,staff,gradebook,cs,cs101,cs602
true,cs601,admissions,readmyscores,advisor,gradebook,cs,cs602,ee101
true,cs602,ee,changescore,faculty,gradebook,ce,cs602,ee101
false,cs601,ee,addscore,student,transcript,admissions,cs602,cs601
true,ee101,cs,read,faculty,transcript,ce,cs601,ee601
false,cs601,ce,read,staff,gradebook,ee,ee101,ee601
false,ee101,cs,setstatus,staff,transcript,admissions,cs601,cs101
true,cs601,ce,readmyscores,advisor,transcript,registrar,cs601,cs601
na,ee101,registrar,setstatus,student,transcript,ee,cs602,cs601
true,cs101,ce,readmyscores,advisor,roster,ee,cs101,ee601
true,ee101,ce,checkstatus,student,roster,cs,cs101,cs602
true,cs601,admissions,readmyscores,student,application,admissions,cs101,cs602
na,cs602,cs,addscore,faculty,gradebook,registrar,cs602,cs601
true,ee601,cs,read,advisor,gradebook,registrar,cs601,ee101
true,cs101,ce,write,student,transcript,ee,cs601,ee601
na,cs101,ee,readmyscores,staff,application,ee,cs602,ee601
na,cs601,ee,checkstatus,staff,application,cs,cs601,cs101
true,cs602,cs,checkstatus,advisor,transcript,ee,cs601,cs101
false,cs101,registrar,changescore,advisor,application,registrar,ee101,ee101
na,ee601,admissions,readmyscores,advisor,gradebook,cs,ee101,cs601
true,ee101,cs,changescore,staff,gradebook,ee,ee601,cs601
false,ee601,ce,read,staff,application,admissions,cs101,ee601
true,ee601,registrar,write,student,transcript,ee,cs101,ee101
false,cs601,registrar,readmyscores,staff,application,admissions,ee101,cs601
true,ee601,cs,changescore,faculty,roster,ce,cs101,cs601
na,cs602,registrar,changescore,advisor,application,admissions,cs601,ee601
true,ee101,cs,addscore,student,roster,registrar,ee601,ee101
false,cs101,registrar,changescore,faculty,transcript,registrar,cs601,ee101
true,cs601,registrar,write,student,gradebook,ee,cs601,cs601
true,cs601,ce,setstatus,student,gradebook,registrar,cs601,cs602
false,ee601,cs,readmyscores,staff,application,ce,ee601,cs602
false,cs602,registrar,readmyscores,staff,transcript,cs,ee101,cs601
false,cs601,ce,addscore,faculty,roster,ce,cs602,cs601
na,cs602,admissions,readmyscores,faculty,transcript,ce,cs101,cs101
true,cs601,ce,write,student,application,registrar,cs101,cs601
na,ee601,admissions,write,staff,gradebook,ee,ee601,cs101
na,cs101,registrar,read,student,application,cs,cs601,cs602
true,cs602,ee,readmyscores,staff,gradebook,ee,cs602,cs601
na,ee601,ce,setstatus,faculty,roster,ee,cs101,cs602
na,cs601,admissions,read,student,application,registrar,ee601,ee601
false,cs101,cs,addscore,student,application,admissions,ee601,cs601
true,cs101,cs,readmyscores,faculty,application,admissions,ee601,ee601
na,cs101,admissions,addscore,staff,roster,registrar,cs601,ee601
true,cs101,registrar,checkstatus,advisor,gradebook,admissions,ee101,cs601
na,cs101,ee,readmyscores,staff,transcript,registrar,ee101,cs602
false,cs601,cs,write,student,gradebook,cs,cs602,ee101
na,ee101,cs,changescore,staff,roster,cs,cs602,cs601
na,ee101,ee,changescore,advisor,transcript,registrar,cs601,ee101
na,cs602,registrar,addscore,advisor,roster,admissions,cs101,ee101
na,ee601,ce,readmyscores,advisor,gradebook,ce,cs601,cs101
na,cs101,registrar,changescore,advisor,application,registrar,cs101,ee101
false,cs602,ee,read,advisor,roster,admissions,ee101,cs601
true,ee601,registrar,checkstatus,advisor,transcript,admissions,cs101,cs101
true,cs602,admissions,write,student,application,cs,cs101,cs101
true,ee101,cs,checkstatus,faculty,gradebook,registrar,ee601,ee601
na,cs602,ee,addscore,faculty,gradebook,registrar,ee601,ee101
false,cs601,registrar,checkstatus,advisor,application,ee,cs601,ee601
false,ee101,ee,checkstatus,student,roster,ce,cs101,ee601
true,ee601,ce,read,student,application,ce,ee101,cs101
true,cs601,admissions,write,student,gradebook,cs,cs101,ee601
true,cs101,registrar,changescore,staff,roster,registrar,ee601,ee101
na,cs101,ee,checkstatus,advisor,roster,ee,cs101,ee101
na,cs101,cs,addscore,staff,roster,ce,cs101,cs101
na,ee101,ce,addscore,faculty,transcript,registrar,cs601,cs601
true,cs602,ee,write,faculty,transcript,ee,ee101,cs601
na,cs101,admissions,changescore,staff,application,admissions,cs601,cs601
true,cs101,registrar,changescore,staff,roster,registrar,ee101,ee601
na,ee601,cs,readmyscores,faculty,transcript,cs,cs601,ee601
false,cs601,registrar,changescore,advisor,gradebook,ce,cs602,cs602
true,cs101,admissions,changescore,advisor,gradebook,cs,cs602,ee601
na,cs602,ce,checkstatus,staff,gradebook,admissions,ee101,cs602
false,ee601,ee,changescore,student,roster,cs,ee601,cs601
false,cs602,ce,readmyscores,student,application,cs,cs101,ee601
na,cs601,registrar,addscore,advisor,gradebook,ce,cs602,cs101
na,cs602,admissions,read,advisor,gradebook,ce,ee101,cs601
na,cs601,ce,read,staff,gradebook,registrar,ee101,cs602
na,cs601,ee,write,student,gradebook,cs,cs101,ee101
na,cs602,registrar,setstatus,faculty,gradebook,admissions,ee601,cs602
na,cs601,cs,addscore,student,application,ce,ee101,cs101
true,cs601,ee,read,advisor,roster,admissions,cs602,cs602
false,cs602,ce,setstatus,staff,roster,admissions,cs101,cs601
true,cs101,ee,changescore,staff,roster,admissions,ee101,cs101
false,cs101,registrar,changescore,staff,gradebook,ee,cs602,cs601
false,cs602,registrar,checkstatus,staff,gradebook,ee,ee101,cs101
false,cs601,cs,write,advisor,transcript,admissions,ee101,cs601
false,ee601,ee,setstatus,staff,roster,ce,cs601,ee101
false,cs101,ee,read,student,application,ee,cs601,ee101
true,cs101,admissions,changescore,staff,roster,admissions,cs101,ee601
false,ee601,cs,changescore,faculty,transcript,ee,ee101,ee101
true,ee101,admissions,read,faculty,transcript,admissions,cs602,cs602
true,cs101,ee,checkstatus,advisor,transcript,admissions,cs601,cs602
na,ee101,cs,readmyscores,student,roster,admissions,ee101,cs602
true,ee601,ce,addscore,faculty,application,ee,cs601,cs101
na,ee601,cs,changescore,staff,application,admissions,cs101,ee601
true,ee101,ee,addscore,advisor,transcript,ce,cs101,cs601
false,ee101,registrar,addscore,advisor,transcript,registrar,cs101,ee101
true,cs602,cs,changescore,advisor,application,ee,cs101,ee601
true,cs601,registrar,read,faculty,transcript,ce,cs602,cs101
false,ee601,cs,addscore,advisor,transcript,ee,ee601,ee601
true,ee601,cs,checkstatus,staff,roster,ee,ee101,ee601
false,cs602,cs,checkstatus,faculty,roster,cs,ee101,cs601
true,cs601,ce,addscore,advisor,roster,ee,ee601,ee601
na,cs601,registrar,addscore,advisor,gradebook,ce,ee601,cs602
true,cs602,ce,addscore,student,gradebook,cs,ee101,ee101
false,ee601,registrar,checkstatus,staff,gradebook,registrar,cs601,ee601
true,ee601,ee,checkstatus,advisor,transcript,admissions,cs602,ee601
false,ee601,registrar,setstatus,student,roster,ee,cs602,cs601
na,cs101,registrar,checkstatus,advisor,roster,registrar,cs101,ee101
false,ee101,registrar,readmyscores,advisor,roster,ee,cs601,cs101
false,cs602,ce,readmyscores,advisor,application,cs,ee101,cs602
na,ee601,cs,addscore,staff,transcript,registrar,cs602,cs101
false,cs602,admissions,checkstatus,staff,transcript,admissions,ee101,cs101
false,cs602,registrar,read,student,application,ce,cs602,ee101
false,cs101,registrar,setstatus,advisor,gradebook,registrar,cs101,cs602
na,ee101,cs,read,student,roster,admissions,cs602,ee601
false,ee601,admissions,setstatus,faculty,application,ee,ee101,cs101
na,ee601,cs,addscore,staff,transcript,ee,cs101,ee601
false,ee601,cs,addscore,advisor,application,registrar,ee601,cs101
false,ee601,admissions,checkstatus,advisor,transcript,ee,cs601,cs601
true,ee101,registrar,setstatus,faculty,application,registrar,cs602,cs602
true,cs101,cs,setstatus,student,roster,admissions,cs602,cs101
false,cs602,ee,addscore,staff,transcript,ee,cs101,ee101
